Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
AUG-20240831-CLO-1,2024-08-31,CUST-56596,Male,29,Clothing,2,243,486
AUG-20240831-CLO-0,2024-08-31,CUST-83276,Female,35,Clothing,1,438,438
AUG-20240831-ELE-4,2024-08-31,CUST-60626,Male,31,Electronics,1,1166,1166
AUG-20240831-ELE-3,2024-08-31,CUST-49543,Female,18,Electronics,2,449,898
AUG-20240831-ELE-2,2024-08-31,CUST-86657,Male,37,Electronics,2,1560,3120
AUG-20240831-ELE-0,2024-08-31,CUST-87721,Male,24,Electronics,1,1807,1807
AUG-20240831-BEA-4,2024-08-31,CUST-37320,Male,25,Beauty,2,220,440
AUG-20240831-BEA-3,2024-08-31,CUST-52734,Female,36,Beauty,3,149,447
AUG-20240831-BEA-2,2024-08-31,CUST-13602,Female,24,Beauty,5,167,835
AUG-20240831-BEA-1,2024-08-31,CUST-36178,Female,34,Beauty,4,226,904
AUG-20240831-BEA-0,2024-08-31,CUST-93640,Female,25,Beauty,4,200,800
AUG-20240831-ELE-1,2024-08-31,CUST-57318,Male,29,Electronics,2,1662,3324
AUG-20240901-ELE-2,2024-09-01,CUST-36841,Female,33,Electronics,1,842,842
AUG-20240901-CLO-4,2024-09-01,CUST-60467,Female,24,Clothing,3,75,225
AUG-20240901-CLO-2,2024-09-01,CUST-63207,Female,30,Clothing,3,179,537
AUG-20240901-CLO-1,2024-09-01,CUST-81654,Male,32,Clothing,3,266,798
AUG-20240901-CLO-0,2024-09-01,CUST-95846,Female,27,Clothing,1,355,355
AUG-20240901-ELE-1,2024-09-01,CUST-21411,Female,36,Electronics,1,1187,1187
AUG-20240901-CLO-3,2024-09-01,CUST-61755,Female,22,Clothing,2,190,380
AUG-20240901-BEA-4,2024-09-01,CUST-84446,Male,25,Beauty,3,83,249
AUG-20240901-BEA-3,2024-09-01,CUST-97596,Female,19,Beauty,2,253,506
AUG-20240901-BEA-2,2024-09-01,CUST-94944,Female,18,Beauty,5,64,320
AUG-20240901-BEA-1,2024-09-01,CUST-55795,Female,33,Beauty,2,140,280
AUG-20240901-BEA-0,2024-09-01,CUST-10030,Male,28,Beauty,3,67,201
AUG-20240901-ELE-0,2024-09-01,CUST-90801,Female,33,Electronics,1,1658,1658
AUG-20240902-CLO-4,2024-09-02,CUST-41820,Male,28,Clothing,1,79,79
AUG-20240902-CLO-2,2024-09-02,CUST-95407,Female,29,Clothing,1,103,103
AUG-20240902-CLO-1,2024-09-02,CUST-14465,Male,31,Clothing,3,346,1038
AUG-20240902-CLO-0,2024-09-02,CUST-82322,Male,22,Clothing,2,103,206
AUG-20240902-ELE-4,2024-09-02,CUST-37765,Male,21,Electronics,2,1599,3198
AUG-20240902-ELE-3,2024-09-02,CUST-92288,Male,28,Electronics,2,995,1990
AUG-20240902-CLO-3,2024-09-02,CUST-33872,Female,36,Clothing,3,367,1101
AUG-20240902-ELE-1,2024-09-02,CUST-92728,Male,27,Electronics,2,1293,2586
AUG-20240902-ELE-0,2024-09-02,CUST-79328,Male,33,Electronics,1,646,646
AUG-20240902-BEA-2,2024-09-02,CUST-44179,Female,33,Beauty,2,216,432
AUG-20240902-BEA-1,2024-09-02,CUST-72402,Female,19,Beauty,2,222,444
AUG-20240902-BEA-0,2024-09-02,CUST-47073,Female,33,Beauty,3,81,243
AUG-20240902-ELE-2,2024-09-02,CUST-10066,Male,29,Electronics,1,688,688
AUG-20240903-CLO-3,2024-09-03,CUST-86357,Male,26,Clothing,2,439,878
AUG-20240903-CLO-2,2024-09-03,CUST-63196,Male,34,Clothing,3,252,756
AUG-20240903-CLO-1,2024-09-03,CUST-64888,Female,32,Clothing,3,277,831
AUG-20240903-CLO-0,2024-09-03,CUST-44872,Male,28,Clothing,1,408,408
AUG-20240903-ELE-2,2024-09-03,CUST-66104,Male,41,Electronics,2,1567,3134
AUG-20240903-ELE-1,2024-09-03,CUST-14590,Male,31,Electronics,2,1571,3142
AUG-20240903-BEA-2,2024-09-03,CUST-92640,Female,28,Beauty,3,213,639
AUG-20240903-BEA-1,2024-09-03,CUST-23196,Female,31,Beauty,4,98,392
AUG-20240903-BEA-0,2024-09-03,CUST-42266,Female,19,Beauty,2,165,330
AUG-20240903-ELE-0,2024-09-03,CUST-47880,Male,27,Electronics,1,496,496
AUG-20240904-CLO-0,2024-09-04,CUST-89658,Male,31,Clothing,1,121,121
AUG-20240904-CLO-4,2024-09-04,CUST-82271,Female,31,Clothing,3,231,693
AUG-20240904-CLO-3,2024-09-04,CUST-20634,Female,36,Clothing,2,387,774
AUG-20240904-CLO-2,2024-09-04,CUST-16677,Female,24,Clothing,3,438,1314
AUG-20240904-CLO-1,2024-09-04,CUST-83088,Male,37,Clothing,1,310,310
AUG-20240904-ELE-3,2024-09-04,CUST-71193,Female,33,Electronics,2,330,660
AUG-20240904-BEA-0,2024-09-04,CUST-62742,Female,22,Beauty,4,129,516
AUG-20240904-ELE-1,2024-09-04,CUST-63191,Male,25,Electronics,1,1274,1274
AUG-20240904-BEA-1,2024-09-04,CUST-78595,Male,22,Beauty,2,142,284
AUG-20240904-ELE-2,2024-09-04,CUST-52694,Male,35,Electronics,2,1252,2504
AUG-20240904-ELE-0,2024-09-04,CUST-92443,Male,41,Electronics,1,589,589
AUG-20240904-BEA-2,2024-09-04,CUST-70780,Male,26,Beauty,3,95,285
AUG-20240905-CLO-4,2024-09-05,CUST-29231,Male,28,Clothing,2,272,544
AUG-20240905-CLO-3,2024-09-05,CUST-18307,Female,19,Clothing,3,362,1086
AUG-20240905-CLO-2,2024-09-05,CUST-85693,Male,26,Clothing,3,426,1278
AUG-20240905-CLO-1,2024-09-05,CUST-38389,Male,24,Clothing,3,211,633
AUG-20240905-CLO-0,2024-09-05,CUST-21678,Male,39,Clothing,1,297,297
AUG-20240905-ELE-1,2024-09-05,CUST-24384,Male,30,Electronics,1,777,777
AUG-20240905-ELE-3,2024-09-05,CUST-65671,Female,26,Electronics,2,244,488
AUG-20240905-BEA-4,2024-09-05,CUST-17774,Female,32,Beauty,1,96,96
AUG-20240905-BEA-3,2024-09-05,CUST-25479,Female,30,Beauty,5,233,1165
AUG-20240905-BEA-2,2024-09-05,CUST-37994,Female,22,Beauty,2,142,284
AUG-20240905-BEA-1,2024-09-05,CUST-12150,Female,29,Beauty,4,41,164
AUG-20240905-BEA-0,2024-09-05,CUST-47062,Female,27,Beauty,2,237,474
AUG-20240905-ELE-0,2024-09-05,CUST-64069,Female,23,Electronics,1,1428,1428
AUG-20240905-ELE-2,2024-09-05,CUST-26621,Female,18,Electronics,2,282,564
AUG-20240906-ELE-1,2024-09-06,CUST-41568,Female,30,Electronics,1,1615,1615
AUG-20240906-CLO-3,2024-09-06,CUST-49499,Female,23,Clothing,1,258,258
AUG-20240906-CLO-2,2024-09-06,CUST-65242,Female,27,Clothing,2,109,218
AUG-20240906-CLO-1,2024-09-06,CUST-63301,Male,30,Clothing,1,195,195
AUG-20240906-CLO-0,2024-09-06,CUST-36029,Male,25,Clothing,2,287,574
AUG-20240906-ELE-2,2024-09-06,CUST-93308,Male,28,Electronics,2,440,880
AUG-20240906-ELE-0,2024-09-06,CUST-55926,Male,34,Electronics,1,1320,1320
AUG-20240906-BEA-3,2024-09-06,CUST-12593,Female,23,Beauty,5,198,990
AUG-20240906-BEA-2,2024-09-06,CUST-71105,Female,35,Beauty,1,88,88
AUG-20240906-BEA-1,2024-09-06,CUST-19033,Male,32,Beauty,4,179,716
AUG-20240906-BEA-0,2024-09-06,CUST-55578,Female,30,Beauty,2,124,248
AUG-20240906-BEA-4,2024-09-06,CUST-11225,Female,28,Beauty,1,95,95
AUG-20240907-CLO-3,2024-09-07,CUST-41247,Female,35,Clothing,3,252,756
AUG-20240907-CLO-2,2024-09-07,CUST-73220,Female,30,Clothing,3,78,234
AUG-20240907-CLO-1,2024-09-07,CUST-87611,Male,39,Clothing,2,77,154
AUG-20240907-CLO-0,2024-09-07,CUST-29435,Female,27,Clothing,3,412,1236
AUG-20240907-ELE-4,2024-09-07,CUST-74840,Male,29,Electronics,2,399,798
AUG-20240907-ELE-3,2024-09-07,CUST-65094,Male,23,Electronics,1,1040,1040
AUG-20240907-ELE-2,2024-09-07,CUST-32867,Female,21,Electronics,1,250,250
AUG-20240907-ELE-1,2024-09-07,CUST-19106,Male,35,Electronics,1,1037,1037
AUG-20240907-BEA-4,2024-09-07,CUST-37122,Female,33,Beauty,3,84,252
AUG-20240907-BEA-3,2024-09-07,CUST-29579,Female,25,Beauty,5,196,980
AUG-20240907-BEA-2,2024-09-07,CUST-73182,Male,26,Beauty,5,196,980
AUG-20240907-BEA-1,2024-09-07,CUST-43144,Male,35,Beauty,5,213,1065
AUG-20240907-BEA-0,2024-09-07,CUST-91870,Female,23,Beauty,1,191,191
AUG-20240907-ELE-0,2024-09-07,CUST-64262,Female,39,Electronics,2,467,934
AUG-20240908-ELE-2,2024-09-08,CUST-63934,Female,33,Electronics,1,838,838
AUG-20240908-CLO-2,2024-09-08,CUST-86733,Female,35,Clothing,2,101,202
AUG-20240908-CLO-1,2024-09-08,CUST-51725,Male,18,Clothing,3,394,1182
AUG-20240908-CLO-0,2024-09-08,CUST-30702,Female,26,Clothing,1,461,461
AUG-20240908-ELE-0,2024-09-08,CUST-27845,Female,22,Electronics,1,852,852
AUG-20240908-ELE-1,2024-09-08,CUST-35309,Male,28,Electronics,2,362,724
AUG-20240908-BEA-3,2024-09-08,CUST-24675,Female,23,Beauty,1,161,161
AUG-20240908-BEA-2,2024-09-08,CUST-51312,Female,20,Beauty,3,232,696
AUG-20240908-BEA-1,2024-09-08,CUST-12004,Female,37,Beauty,4,48,192
AUG-20240908-BEA-0,2024-09-08,CUST-57403,Female,27,Beauty,4,258,1032
AUG-20240908-BEA-4,2024-09-08,CUST-77961,Female,31,Beauty,5,207,1035
AUG-20240909-CLO-4,2024-09-09,CUST-56363,Female,25,Clothing,1,399,399
AUG-20240909-CLO-3,2024-09-09,CUST-12266,Female,34,Clothing,1,393,393
AUG-20240909-CLO-2,2024-09-09,CUST-59157,Male,26,Clothing,1,406,406
AUG-20240909-CLO-1,2024-09-09,CUST-84732,Male,24,Clothing,2,298,596
AUG-20240909-CLO-0,2024-09-09,CUST-50022,Male,31,Clothing,2,86,172
AUG-20240909-ELE-1,2024-09-09,CUST-81112,Male,30,Electronics,1,885,885
AUG-20240909-ELE-0,2024-09-09,CUST-64384,Female,37,Electronics,2,997,1994
AUG-20240909-BEA-2,2024-09-09,CUST-54818,Female,30,Beauty,3,182,546
AUG-20240909-BEA-1,2024-09-09,CUST-37544,Female,24,Beauty,3,160,480
AUG-20240909-BEA-0,2024-09-09,CUST-57873,Male,25,Beauty,4,104,416
AUG-20240909-ELE-2,2024-09-09,CUST-68242,Male,38,Electronics,1,506,506
AUG-20240910-ELE-3,2024-09-10,CUST-20375,Female,22,Electronics,1,411,411
AUG-20240910-CLO-2,2024-09-10,CUST-47761,Female,30,Clothing,1,402,402
AUG-20240910-CLO-1,2024-09-10,CUST-21961,Female,33,Clothing,2,408,816
AUG-20240910-ELE-2,2024-09-10,CUST-46426,Male,34,Electronics,2,1078,2156
AUG-20240910-CLO-0,2024-09-10,CUST-85386,Female,30,Clothing,2,132,264
AUG-20240910-ELE-0,2024-09-10,CUST-13037,Female,34,Electronics,2,531,1062
AUG-20240910-BEA-2,2024-09-10,CUST-25538,Female,23,Beauty,4,133,532
AUG-20240910-BEA-1,2024-09-10,CUST-19654,Female,22,Beauty,1,136,136
AUG-20240910-BEA-0,2024-09-10,CUST-42501,Male,20,Beauty,3,84,252
AUG-20240910-ELE-1,2024-09-10,CUST-92518,Female,34,Electronics,2,966,1932
AUG-20240911-CLO-2,2024-09-11,CUST-37278,Male,21,Clothing,3,94,282
AUG-20240911-ELE-2,2024-09-11,CUST-44508,Male,47,Electronics,1,1149,1149
AUG-20240911-CLO-1,2024-09-11,CUST-58507,Female,30,Clothing,2,289,578
AUG-20240911-CLO-0,2024-09-11,CUST-60228,Female,23,Clothing,1,176,176
AUG-20240911-ELE-1,2024-09-11,CUST-54373,Female,37,Electronics,1,1530,1530
AUG-20240911-BEA-0,2024-09-11,CUST-56422,Female,28,Beauty,5,68,340
AUG-20240911-BEA-4,2024-09-11,CUST-75109,Female,34,Beauty,2,193,386
AUG-20240911-BEA-3,2024-09-11,CUST-64241,Female,21,Beauty,2,235,470
AUG-20240911-BEA-2,2024-09-11,CUST-43590,Female,24,Beauty,1,70,70
AUG-20240911-BEA-1,2024-09-11,CUST-22199,Female,37,Beauty,2,78,156
AUG-20240911-ELE-0,2024-09-11,CUST-83865,Male,40,Electronics,1,451,451
AUG-20240912-BEA-0,2024-09-12,CUST-75798,Male,26,Beauty,3,135,405
AUG-20240912-BEA-1,2024-09-12,CUST-98231,Female,27,Beauty,2,92,184
AUG-20240912-BEA-2,2024-09-12,CUST-79014,Female,25,Beauty,2,171,342
AUG-20240912-ELE-0,2024-09-12,CUST-31749,Male,42,Electronics,2,725,1450
AUG-20240912-ELE-1,2024-09-12,CUST-31886,Female,27,Electronics,1,968,968
AUG-20240912-ELE-2,2024-09-12,CUST-72338,Male,39,Electronics,1,292,292
AUG-20240912-CLO-0,2024-09-12,CUST-45567,Male,39,Clothing,3,319,957
AUG-20240912-CLO-1,2024-09-12,CUST-10019,Male,30,Clothing,2,176,352
AUG-20240912-CLO-2,2024-09-12,CUST-81864,Female,29,Clothing,3,460,1380
AUG-20240913-CLO-1,2024-09-13,CUST-65026,Female,20,Clothing,1,305,305
AUG-20240913-CLO-2,2024-09-13,CUST-95059,Male,35,Clothing,2,367,734
AUG-20240913-CLO-0,2024-09-13,CUST-70993,Female,26,Clothing,3,196,588
AUG-20240913-CLO-4,2024-09-13,CUST-61238,Male,31,Clothing,3,443,1329
AUG-20240913-ELE-4,2024-09-13,CUST-31931,Male,38,Electronics,2,267,534
AUG-20240913-CLO-3,2024-09-13,CUST-34123,Male,22,Clothing,3,397,1191
AUG-20240913-ELE-2,2024-09-13,CUST-38338,Female,35,Electronics,1,365,365
AUG-20240913-ELE-3,2024-09-13,CUST-97609,Female,35,Electronics,2,787,1574
AUG-20240913-ELE-0,2024-09-13,CUST-44820,Female,27,Electronics,2,400,800
AUG-20240913-BEA-4,2024-09-13,CUST-31610,Female,30,Beauty,3,221,663
AUG-20240913-BEA-3,2024-09-13,CUST-99552,Female,22,Beauty,5,182,910
AUG-20240913-BEA-2,2024-09-13,CUST-58508,Female,23,Beauty,4,103,412
AUG-20240913-BEA-1,2024-09-13,CUST-66454,Female,21,Beauty,5,191,955
AUG-20240913-BEA-0,2024-09-13,CUST-69566,Female,27,Beauty,5,39,195
AUG-20240913-ELE-1,2024-09-13,CUST-21992,Male,22,Electronics,1,471,471
AUG-20240914-ELE-0,2024-09-14,CUST-17800,Female,30,Electronics,2,913,1826
AUG-20240914-CLO-1,2024-09-14,CUST-82730,Female,25,Clothing,2,303,606
AUG-20240914-CLO-0,2024-09-14,CUST-16158,Female,29,Clothing,2,107,214
AUG-20240914-ELE-3,2024-09-14,CUST-34579,Male,41,Electronics,2,1436,2872
AUG-20240914-ELE-2,2024-09-14,CUST-74567,Male,34,Electronics,2,1449,2898
AUG-20240914-ELE-1,2024-09-14,CUST-83579,Female,29,Electronics,2,1799,3598
AUG-20240914-BEA-2,2024-09-14,CUST-52797,Female,37,Beauty,5,138,690
AUG-20240914-BEA-3,2024-09-14,CUST-32458,Female,26,Beauty,1,143,143
AUG-20240914-CLO-2,2024-09-14,CUST-88353,Female,29,Clothing,3,352,1056
AUG-20240914-BEA-1,2024-09-14,CUST-82489,Female,32,Beauty,5,163,815
AUG-20240914-BEA-0,2024-09-14,CUST-95807,Female,26,Beauty,1,107,107
AUG-20240914-BEA-4,2024-09-14,CUST-43795,Female,27,Beauty,2,84,168
AUG-20240915-CLO-1,2024-09-15,CUST-67040,Female,32,Clothing,1,442,442
AUG-20240915-CLO-0,2024-09-15,CUST-43243,Male,36,Clothing,1,468,468
AUG-20240915-CLO-3,2024-09-15,CUST-65060,Male,20,Clothing,1,143,143
AUG-20240915-ELE-2,2024-09-15,CUST-69763,Female,37,Electronics,2,636,1272
AUG-20240915-CLO-2,2024-09-15,CUST-93268,Female,27,Clothing,2,331,662
AUG-20240915-ELE-1,2024-09-15,CUST-91490,Female,27,Electronics,2,302,604
AUG-20240915-BEA-4,2024-09-15,CUST-16673,Female,25,Beauty,3,207,621
AUG-20240915-BEA-3,2024-09-15,CUST-76261,Female,18,Beauty,5,104,520
AUG-20240915-BEA-2,2024-09-15,CUST-87889,Female,31,Beauty,5,227,1135
AUG-20240915-BEA-1,2024-09-15,CUST-50510,Female,32,Beauty,4,114,456
AUG-20240915-BEA-0,2024-09-15,CUST-54851,Female,26,Beauty,1,85,85
AUG-20240915-ELE-0,2024-09-15,CUST-55612,Female,37,Electronics,2,1383,2766
AUG-20240916-ELE-2,2024-09-16,CUST-56927,Female,34,Electronics,1,382,382
AUG-20240916-CLO-3,2024-09-16,CUST-51208,Female,19,Clothing,2,174,348
AUG-20240916-CLO-2,2024-09-16,CUST-40825,Female,34,Clothing,3,290,870
AUG-20240916-CLO-1,2024-09-16,CUST-48060,Male,21,Clothing,1,197,197
AUG-20240916-CLO-0,2024-09-16,CUST-40373,Male,32,Clothing,3,320,960
AUG-20240916-ELE-3,2024-09-16,CUST-28385,Male,33,Electronics,2,599,1198
AUG-20240916-ELE-0,2024-09-16,CUST-48344,Female,39,Electronics,2,1286,2572
AUG-20240916-BEA-2,2024-09-16,CUST-19535,Female,33,Beauty,4,105,420
AUG-20240916-BEA-1,2024-09-16,CUST-58142,Female,22,Beauty,1,64,64
AUG-20240916-BEA-0,2024-09-16,CUST-57780,Female,21,Beauty,5,212,1060
AUG-20240916-ELE-1,2024-09-16,CUST-33404,Male,30,Electronics,2,453,906
AUG-20240917-CLO-0,2024-09-17,CUST-55053,Male,19,Clothing,3,445,1335
AUG-20240917-CLO-1,2024-09-17,CUST-12471,Female,47,Clothing,2,364,728
AUG-20240917-ELE-4,2024-09-17,CUST-32807,Female,28,Electronics,1,683,683
AUG-20240917-CLO-3,2024-09-17,CUST-86408,Female,29,Clothing,1,180,180
AUG-20240917-CLO-2,2024-09-17,CUST-49056,Male,18,Clothing,3,214,642
AUG-20240917-ELE-3,2024-09-17,CUST-64788,Male,28,Electronics,1,1410,1410
AUG-20240917-CLO-4,2024-09-17,CUST-77037,Female,33,Clothing,1,145,145
AUG-20240917-ELE-1,2024-09-17,CUST-55556,Female,26,Electronics,1,676,676
AUG-20240917-ELE-0,2024-09-17,CUST-58977,Male,26,Electronics,2,495,990
AUG-20240917-BEA-2,2024-09-17,CUST-91894,Male,22,Beauty,5,220,1100
AUG-20240917-BEA-1,2024-09-17,CUST-13914,Female,28,Beauty,4,100,400
AUG-20240917-BEA-0,2024-09-17,CUST-93117,Female,27,Beauty,3,182,546
AUG-20240917-ELE-2,2024-09-17,CUST-31102,Male,49,Electronics,2,1270,2540
AUG-20240918-CLO-1,2024-09-18,CUST-56207,Male,33,Clothing,3,61,183
AUG-20240918-CLO-0,2024-09-18,CUST-13470,Male,22,Clothing,3,65,195
AUG-20240918-CLO-3,2024-09-18,CUST-86861,Male,38,Clothing,3,133,399
AUG-20240918-CLO-2,2024-09-18,CUST-84659,Male,36,Clothing,2,477,954
AUG-20240918-ELE-2,2024-09-18,CUST-33799,Male,33,Electronics,1,1561,1561
AUG-20240918-ELE-1,2024-09-18,CUST-13515,Male,35,Electronics,1,1243,1243
AUG-20240918-ELE-0,2024-09-18,CUST-82118,Male,41,Electronics,1,346,346
AUG-20240918-BEA-3,2024-09-18,CUST-40620,Male,31,Beauty,4,146,584
AUG-20240918-BEA-2,2024-09-18,CUST-51003,Male,24,Beauty,4,142,568
AUG-20240918-BEA-1,2024-09-18,CUST-84295,Female,19,Beauty,5,109,545
AUG-20240918-BEA-0,2024-09-18,CUST-86193,Male,25,Beauty,3,221,663
AUG-20240919-CLO-2,2024-09-19,CUST-35091,Female,20,Clothing,2,163,326
AUG-20240919-CLO-0,2024-09-19,CUST-76850,Male,24,Clothing,1,277,277
AUG-20240919-ELE-4,2024-09-19,CUST-43330,Male,31,Electronics,2,365,730
AUG-20240919-ELE-3,2024-09-19,CUST-30187,Female,32,Electronics,1,907,907
AUG-20240919-ELE-2,2024-09-19,CUST-91036,Male,31,Electronics,1,819,819
AUG-20240919-CLO-1,2024-09-19,CUST-83912,Male,36,Clothing,2,329,658
AUG-20240919-ELE-0,2024-09-19,CUST-47512,Male,21,Electronics,2,772,1544
AUG-20240919-BEA-3,2024-09-19,CUST-80728,Female,22,Beauty,5,57,285
AUG-20240919-BEA-2,2024-09-19,CUST-97594,Male,29,Beauty,4,114,456
AUG-20240919-BEA-1,2024-09-19,CUST-59442,Female,26,Beauty,1,72,72
AUG-20240919-BEA-0,2024-09-19,CUST-55557,Female,29,Beauty,3,129,387
AUG-20240919-ELE-1,2024-09-19,CUST-95183,Female,26,Electronics,2,474,948
AUG-20240920-CLO-2,2024-09-20,CUST-90689,Female,20,Clothing,1,393,393
AUG-20240920-CLO-1,2024-09-20,CUST-78342,Female,24,Clothing,1,218,218
AUG-20240920-CLO-0,2024-09-20,CUST-35438,Female,23,Clothing,1,217,217
AUG-20240920-ELE-2,2024-09-20,CUST-76878,Male,22,Electronics,1,417,417
AUG-20240920-ELE-1,2024-09-20,CUST-42562,Female,32,Electronics,1,1306,1306
AUG-20240920-ELE-0,2024-09-20,CUST-58761,Male,26,Electronics,1,1008,1008
AUG-20240920-BEA-2,2024-09-20,CUST-44769,Female,30,Beauty,2,75,150
AUG-20240920-BEA-1,2024-09-20,CUST-32871,Female,35,Beauty,1,80,80
AUG-20240920-BEA-0,2024-09-20,CUST-48173,Female,21,Beauty,4,184,736
AUG-20240920-BEA-3,2024-09-20,CUST-77568,Female,32,Beauty,2,40,80
AUG-20240921-ELE-2,2024-09-21,CUST-66185,Male,20,Electronics,1,424,424
AUG-20240921-CLO-2,2024-09-21,CUST-87694,Male,29,Clothing,1,252,252
AUG-20240921-CLO-1,2024-09-21,CUST-45993,Female,23,Clothing,1,330,330
AUG-20240921-CLO-0,2024-09-21,CUST-22627,Female,28,Clothing,1,125,125
AUG-20240921-ELE-1,2024-09-21,CUST-68187,Female,18,Electronics,2,1618,3236
AUG-20240921-BEA-1,2024-09-21,CUST-10232,Female,25,Beauty,1,47,47
AUG-20240921-BEA-3,2024-09-21,CUST-24840,Female,21,Beauty,3,233,699
AUG-20240921-BEA-2,2024-09-21,CUST-81269,Female,26,Beauty,5,200,1000
AUG-20240921-BEA-0,2024-09-21,CUST-75666,Female,24,Beauty,4,70,280
AUG-20240921-ELE-0,2024-09-21,CUST-95526,Female,32,Electronics,2,1128,2256
AUG-20240922-CLO-4,2024-09-22,CUST-12949,Female,26,Clothing,1,96,96
AUG-20240922-CLO-3,2024-09-22,CUST-91450,Female,42,Clothing,2,428,856
AUG-20240922-CLO-2,2024-09-22,CUST-65043,Female,28,Clothing,1,388,388
AUG-20240922-CLO-1,2024-09-22,CUST-36813,Female,34,Clothing,3,454,1362
AUG-20240922-CLO-0,2024-09-22,CUST-15543,Female,28,Clothing,2,479,958
AUG-20240922-ELE-3,2024-09-22,CUST-35161,Female,39,Electronics,2,642,1284
AUG-20240922-ELE-2,2024-09-22,CUST-51243,Male,38,Electronics,2,331,662
AUG-20240922-ELE-0,2024-09-22,CUST-88923,Male,29,Electronics,1,1265,1265
AUG-20240922-BEA-4,2024-09-22,CUST-31087,Female,28,Beauty,4,229,916
AUG-20240922-BEA-3,2024-09-22,CUST-12570,Female,24,Beauty,2,235,470
AUG-20240922-BEA-2,2024-09-22,CUST-24260,Male,27,Beauty,3,66,198
AUG-20240922-BEA-1,2024-09-22,CUST-99194,Female,30,Beauty,2,144,288
AUG-20240922-BEA-0,2024-09-22,CUST-89903,Female,21,Beauty,1,40,40
AUG-20240922-ELE-1,2024-09-22,CUST-95463,Male,34,Electronics,2,1567,3134
AUG-20240923-ELE-4,2024-09-23,CUST-78804,Female,36,Electronics,1,359,359
AUG-20240923-CLO-3,2024-09-23,CUST-76882,Female,41,Clothing,2,169,338
AUG-20240923-CLO-2,2024-09-23,CUST-66686,Male,35,Clothing,1,373,373
AUG-20240923-CLO-1,2024-09-23,CUST-71431,Male,36,Clothing,3,440,1320
AUG-20240923-CLO-0,2024-09-23,CUST-97250,Male,34,Clothing,1,234,234
AUG-20240923-ELE-3,2024-09-23,CUST-15971,Male,36,Electronics,2,1594,3188
AUG-20240923-BEA-2,2024-09-23,CUST-99029,Female,35,Beauty,3,123,369
AUG-20240923-ELE-1,2024-09-23,CUST-11287,Female,40,Electronics,1,1152,1152
AUG-20240923-ELE-0,2024-09-23,CUST-59098,Male,35,Electronics,1,714,714
AUG-20240923-BEA-3,2024-09-23,CUST-45371,Female,28,Beauty,1,42,42
AUG-20240923-BEA-1,2024-09-23,CUST-92154,Female,18,Beauty,2,95,190
AUG-20240923-BEA-0,2024-09-23,CUST-22894,Male,27,Beauty,5,120,600
AUG-20240923-ELE-2,2024-09-23,CUST-35382,Female,18,Electronics,2,1671,3342
AUG-20240924-CLO-2,2024-09-24,CUST-66003,Female,25,Clothing,3,356,1068
AUG-20240924-CLO-1,2024-09-24,CUST-18807,Female,34,Clothing,1,152,152
AUG-20240924-CLO-0,2024-09-24,CUST-76720,Male,30,Clothing,1,401,401
AUG-20240924-ELE-4,2024-09-24,CUST-35335,Male,38,Electronics,2,953,1906
AUG-20240924-ELE-3,2024-09-24,CUST-27521,Male,33,Electronics,2,1609,3218
AUG-20240924-ELE-2,2024-09-24,CUST-31618,Female,42,Electronics,1,457,457
AUG-20240924-ELE-0,2024-09-24,CUST-50587,Male,26,Electronics,2,259,518
AUG-20240924-BEA-2,2024-09-24,CUST-98672,Male,21,Beauty,2,70,140
AUG-20240924-BEA-1,2024-09-24,CUST-91319,Female,23,Beauty,1,107,107
AUG-20240924-BEA-0,2024-09-24,CUST-74021,Female,28,Beauty,2,124,248
AUG-20240924-ELE-1,2024-09-24,CUST-48260,Male,30,Electronics,2,1018,2036
AUG-20240925-CLO-3,2024-09-25,CUST-34518,Female,30,Clothing,1,344,344
AUG-20240925-CLO-2,2024-09-25,CUST-41660,Male,30,Clothing,3,391,1173
AUG-20240925-CLO-1,2024-09-25,CUST-19538,Male,35,Clothing,2,455,910
AUG-20240925-CLO-0,2024-09-25,CUST-91189,Female,20,Clothing,3,112,336
AUG-20240925-ELE-4,2024-09-25,CUST-58377,Male,42,Electronics,2,1211,2422
AUG-20240925-ELE-2,2024-09-25,CUST-76514,Male,30,Electronics,1,382,382
AUG-20240925-ELE-3,2024-09-25,CUST-62483,Female,35,Electronics,1,357,357
AUG-20240925-ELE-0,2024-09-25,CUST-88775,Male,42,Electronics,2,342,684
AUG-20240925-BEA-3,2024-09-25,CUST-35413,Male,27,Beauty,5,117,585
AUG-20240925-BEA-2,2024-09-25,CUST-29238,Female,27,Beauty,2,135,270
AUG-20240925-BEA-1,2024-09-25,CUST-32674,Male,24,Beauty,5,123,615
AUG-20240925-BEA-0,2024-09-25,CUST-41304,Female,34,Beauty,4,161,644
AUG-20240925-ELE-1,2024-09-25,CUST-80627,Male,42,Electronics,1,375,375
AUG-20240926-CLO-3,2024-09-26,CUST-61903,Male,34,Clothing,1,65,65
AUG-20240926-CLO-2,2024-09-26,CUST-88901,Male,23,Clothing,2,74,148
AUG-20240926-CLO-1,2024-09-26,CUST-84130,Male,32,Clothing,1,132,132
AUG-20240926-CLO-0,2024-09-26,CUST-90665,Female,31,Clothing,2,171,342
AUG-20240926-ELE-3,2024-09-26,CUST-27187,Male,24,Electronics,1,626,626
